run_number,bias_V,offset,n_events,board_number,bond,energy,time,isTrack,power_mode,temperature,Multilayer_setup,Good run,Comment
1514,285,8,5000,37,bb,5,mer. 13 mars 2024 18:09:44 UTC,TRUE,i4,0,FALSE,TRUE,
1515,285,8,5000,37,bb,5,mer. 13 mars 2024 18:10:35 UTC,TRUE,i4,0,FALSE,TRUE,
1516,285,8,5000,37,bb,5,mer. 13 mars 2024 18:11:27 UTC,TRUE,i4,0,FALSE,TRUE,
1517,285,8,5000,37,bb,5,mer. 13 mars 2024 18:12:19 UTC,TRUE,i4,0,FALSE,TRUE,
1518,285,8,5000,37,bb,5,mer. 13 mars 2024 18:13:11 UTC,TRUE,i4,0,FALSE,TRUE,
1519,285,8,5000,37,bb,5,mer. 13 mars 2024 18:14:03 UTC,TRUE,i4,0,FALSE,TRUE,
1520,285,8,5000,37,bb,5,mer. 13 mars 2024 18:14:54 UTC,TRUE,i4,0,FALSE,TRUE,
1521,285,8,5000,37,bb,5,mer. 13 mars 2024 18:15:45 UTC,TRUE,i4,0,FALSE,TRUE,
1522,285,8,5000,37,bb,5,mer. 13 mars 2024 18:16:37 UTC,TRUE,i4,0,FALSE,TRUE,
1523,285,8,5000,37,bb,5,mer. 13 mars 2024 18:17:29 UTC,TRUE,i4,0,FALSE,TRUE,
1524,285,8,5000,37,bb,5,mer. 13 mars 2024 18:18:21 UTC,TRUE,i4,0,FALSE,TRUE,
1525,285,8,5000,37,bb,5,mer. 13 mars 2024 18:19:13 UTC,TRUE,i4,0,FALSE,TRUE,
1526,285,8,5000,37,bb,5,mer. 13 mars 2024 18:20:03 UTC,TRUE,i4,0,FALSE,TRUE,
1527,285,8,5000,37,bb,5,mer. 13 mars 2024 18:20:55 UTC,TRUE,i4,0,FALSE,TRUE,
1528,285,8,5000,37,bb,5,mer. 13 mars 2024 18:21:47 UTC,TRUE,i4,0,FALSE,TRUE,
1529,285,8,5000,37,bb,5,mer. 13 mars 2024 18:22:37 UTC,TRUE,i4,0,FALSE,TRUE,
1530,285,8,5000,37,bb,5,mer. 13 mars 2024 18:23:29 UTC,TRUE,i4,0,FALSE,TRUE,
1531,285,8,5000,37,bb,5,mer. 13 mars 2024 18:24:23 UTC,TRUE,i4,0,FALSE,TRUE,
1532,285,8,5000,37,bb,5,mer. 13 mars 2024 18:25:14 UTC,TRUE,i4,0,FALSE,TRUE,
1533,285,8,5000,37,bb,5,mer. 13 mars 2024 18:26:04 UTC,TRUE,i4,0,FALSE,TRUE,
1534,285,8,5000,37,bb,5,mer. 13 mars 2024 18:26:54 UTC,TRUE,i4,0,FALSE,TRUE,
1535,285,8,5000,37,bb,5,mer. 13 mars 2024 18:27:46 UTC,TRUE,i4,0,FALSE,TRUE,
1536,285,8,5000,37,bb,5,mer. 13 mars 2024 18:28:38 UTC,TRUE,i4,0,FALSE,TRUE,
1537,285,8,5000,37,bb,5,mer. 13 mars 2024 18:29:29 UTC,TRUE,i4,0,FALSE,TRUE,
1538,285,8,5000,37,bb,5,mer. 13 mars 2024 18:30:19 UTC,TRUE,i4,0,FALSE,TRUE,
1539,285,8,5000,37,bb,5,mer. 13 mars 2024 18:31:08 UTC,TRUE,i4,0,FALSE,TRUE,
1540,285,8,5000,37,bb,5,mer. 13 mars 2024 18:31:59 UTC,TRUE,i4,0,FALSE,TRUE,
1541,285,8,5000,37,bb,5,mer. 13 mars 2024 18:38:15 UTC,TRUE,i1,0,FALSE,TRUE,
1542,285,8,5000,37,bb,5,mer. 13 mars 2024 18:39:01 UTC,TRUE,i1,0,FALSE,TRUE,
1543,285,8,5000,37,bb,5,mer. 13 mars 2024 18:39:48 UTC,TRUE,i1,0,FALSE,TRUE,
1544,285,8,5000,37,bb,5,mer. 13 mars 2024 18:40:35 UTC,TRUE,i1,0,FALSE,TRUE,
1545,285,8,5000,37,bb,5,mer. 13 mars 2024 18:41:23 UTC,TRUE,i1,0,FALSE,TRUE,
1546,285,8,5000,37,bb,5,mer. 13 mars 2024 18:42:13 UTC,TRUE,i1,0,FALSE,TRUE,
1547,285,8,5000,37,bb,5,mer. 13 mars 2024 18:43:04 UTC,TRUE,i1,0,FALSE,TRUE,
1548,285,8,5000,37,bb,5,mer. 13 mars 2024 18:43:55 UTC,TRUE,i1,0,FALSE,TRUE,
1549,285,8,5000,37,bb,5,mer. 13 mars 2024 18:44:44 UTC,TRUE,i1,0,FALSE,TRUE,
1550,285,8,5000,37,bb,5,mer. 13 mars 2024 18:45:36 UTC,TRUE,i1,0,FALSE,TRUE,
1551,285,8,5000,37,bb,5,mer. 13 mars 2024 18:46:29 UTC,TRUE,i1,0,FALSE,TRUE,
1552,285,8,5000,37,bb,5,mer. 13 mars 2024 18:47:21 UTC,TRUE,i1,0,FALSE,TRUE,
1553,285,8,5000,37,bb,5,mer. 13 mars 2024 18:48:13 UTC,TRUE,i1,0,FALSE,TRUE,
1554,285,8,5000,37,bb,5,mer. 13 mars 2024 18:49:03 UTC,TRUE,i1,0,FALSE,TRUE,
1555,285,8,5000,37,bb,5,mer. 13 mars 2024 18:49:55 UTC,TRUE,i1,0,FALSE,TRUE,
1556,285,8,5000,37,bb,5,mer. 13 mars 2024 18:50:46 UTC,TRUE,i1,0,FALSE,TRUE,
1557,285,8,5000,37,bb,5,mer. 13 mars 2024 18:51:37 UTC,TRUE,i1,0,FALSE,TRUE,
1558,285,8,5000,37,bb,5,mer. 13 mars 2024 18:52:29 UTC,TRUE,i1,0,FALSE,TRUE,
1559,285,8,5000,37,bb,5,mer. 13 mars 2024 18:53:20 UTC,TRUE,i1,0,FALSE,TRUE,
1560,285,8,5000,37,bb,5,mer. 13 mars 2024 18:54:11 UTC,TRUE,i1,0,FALSE,TRUE,
1561,285,8,5000,37,bb,5,mer. 13 mars 2024 18:55:04 UTC,TRUE,i1,0,FALSE,TRUE,
1562,285,8,5000,37,bb,5,mer. 13 mars 2024 18:55:55 UTC,TRUE,i1,0,FALSE,TRUE,
1563,285,8,5000,37,bb,5,mer. 13 mars 2024 18:56:45 UTC,TRUE,i1,0,FALSE,TRUE,
1564,285,8,5000,37,bb,5,mer. 13 mars 2024 18:57:38 UTC,TRUE,i1,0,FALSE,TRUE,
1565,285,8,5000,37,bb,5,mer. 13 mars 2024 18:58:31 UTC,TRUE,i1,0,FALSE,TRUE,
1566,285,8,5000,37,bb,5,mer. 13 mars 2024 18:59:22 UTC,TRUE,i1,0,FALSE,TRUE,
1567,285,8,5000,37,bb,5,mer. 13 mars 2024 19:00:13 UTC,TRUE,i1,0,FALSE,TRUE,
1568,285,8,5000,37,bb,5,mer. 13 mars 2024 19:01:03 UTC,TRUE,i1,0,FALSE,TRUE,
1569,285,8,5000,37,bb,5,mer. 13 mars 2024 19:01:54 UTC,TRUE,i1,0,FALSE,TRUE,
1570,285,8,5000,37,bb,5,mer. 13 mars 2024 19:02:46 UTC,TRUE,i1,0,FALSE,TRUE,
1571,285,8,5000,37,bb,5,mer. 13 mars 2024 19:03:37 UTC,TRUE,i1,0,FALSE,TRUE,
1572,285,8,5000,37,bb,5,mer. 13 mars 2024 19:04:29 UTC,TRUE,i1,0,FALSE,TRUE,
1573,285,8,5000,37,bb,5,mer. 13 mars 2024 19:05:21 UTC,TRUE,i1,0,FALSE,TRUE,
1574,285,8,5000,37,bb,5,mer. 13 mars 2024 19:06:14 UTC,TRUE,i1,0,FALSE,TRUE,
1575,285,8,5000,37,bb,5,mer. 13 mars 2024 19:07:05 UTC,TRUE,i1,0,FALSE,TRUE,
1576,285,8,5000,37,bb,5,mer. 13 mars 2024 19:07:56 UTC,TRUE,i1,0,FALSE,TRUE,
1577,285,8,5000,37,bb,5,mer. 13 mars 2024 19:08:46 UTC,TRUE,i1,0,FALSE,TRUE,
1578,285,8,5000,37,bb,5,mer. 13 mars 2024 19:09:37 UTC,TRUE,i1,0,FALSE,TRUE,
1579,285,8,5000,37,bb,5,mer. 13 mars 2024 19:10:28 UTC,TRUE,i1,0,FALSE,TRUE,
1580,285,8,5000,37,bb,5,mer. 13 mars 2024 19:11:19 UTC,TRUE,i1,0,FALSE,TRUE,
1581,285,8,5000,37,bb,5,mer. 13 mars 2024 19:12:11 UTC,TRUE,i1,0,FALSE,TRUE,
1582,285,8,5000,37,bb,5,mer. 13 mars 2024 19:13:03 UTC,TRUE,i1,0,FALSE,TRUE,
1583,285,8,5000,37,bb,5,mer. 13 mars 2024 19:13:55 UTC,TRUE,i1,0,FALSE,TRUE,
1584,285,8,5000,37,bb,5,mer. 13 mars 2024 19:14:48 UTC,TRUE,i1,0,FALSE,TRUE,
1585,285,8,5000,37,bb,5,mer. 13 mars 2024 19:15:39 UTC,TRUE,i1,0,FALSE,TRUE,
1586,285,8,5000,37,bb,5,mer. 13 mars 2024 19:16:31 UTC,TRUE,i1,0,FALSE,TRUE,
1587,285,8,5000,37,bb,5,mer. 13 mars 2024 19:17:22 UTC,TRUE,i1,0,FALSE,TRUE,
1588,285,8,5000,37,bb,5,mer. 13 mars 2024 19:18:13 UTC,TRUE,i1,0,FALSE,TRUE,
1589,285,8,5000,37,bb,5,mer. 13 mars 2024 19:19:04 UTC,TRUE,i1,0,FALSE,TRUE,
1590,285,8,5000,37,bb,5,mer. 13 mars 2024 19:19:55 UTC,TRUE,i1,0,FALSE,TRUE,
1591,285,8,5000,37,bb,5,mer. 13 mars 2024 19:20:46 UTC,TRUE,i1,0,FALSE,TRUE,
1592,285,8,5000,37,bb,5,mer. 13 mars 2024 19:21:36 UTC,TRUE,i1,0,FALSE,TRUE,
1593,285,8,5000,37,bb,5,mer. 13 mars 2024 19:22:27 UTC,TRUE,i1,0,FALSE,TRUE,
1594,285,8,5000,37,bb,5,mer. 13 mars 2024 19:23:18 UTC,TRUE,i1,0,FALSE,TRUE,
1595,285,8,5000,37,bb,5,mer. 13 mars 2024 19:24:10 UTC,TRUE,i1,0,FALSE,TRUE,
1596,285,8,5000,37,bb,5,mer. 13 mars 2024 19:25:01 UTC,TRUE,i1,0,FALSE,TRUE,
1597,285,8,5000,37,bb,5,mer. 13 mars 2024 19:25:52 UTC,TRUE,i1,0,FALSE,TRUE,
1598,285,8,5000,37,bb,5,mer. 13 mars 2024 19:26:44 UTC,TRUE,i1,0,FALSE,TRUE,
1599,285,8,5000,37,bb,5,mer. 13 mars 2024 19:27:34 UTC,TRUE,i1,0,FALSE,TRUE,
1600,285,8,5000,37,bb,5,mer. 13 mars 2024 19:28:25 UTC,TRUE,i1,0,FALSE,TRUE,
1601,285,8,5000,37,bb,5,mer. 13 mars 2024 19:29:17 UTC,TRUE,i1,0,FALSE,TRUE,
1602,285,8,5000,37,bb,5,mer. 13 mars 2024 19:30:07 UTC,TRUE,i1,0,FALSE,TRUE,
1603,285,8,5000,37,bb,5,mer. 13 mars 2024 19:30:57 UTC,TRUE,i1,0,FALSE,TRUE,
1604,285,8,5000,37,bb,5,mer. 13 mars 2024 19:31:48 UTC,TRUE,i1,0,FALSE,TRUE,
1605,285,8,5000,37,bb,5,mer. 13 mars 2024 19:32:40 UTC,TRUE,i1,0,FALSE,TRUE,
1606,285,8,5000,37,bb,5,mer. 13 mars 2024 19:33:31 UTC,TRUE,i1,0,FALSE,TRUE,
1607,285,8,5000,37,bb,5,mer. 13 mars 2024 19:34:23 UTC,TRUE,i1,0,FALSE,TRUE,
1608,285,8,5000,37,bb,5,mer. 13 mars 2024 19:35:13 UTC,TRUE,i1,0,FALSE,TRUE,
1609,285,8,5000,37,bb,5,mer. 13 mars 2024 19:36:03 UTC,TRUE,i1,0,FALSE,TRUE,
1610,285,8,5000,37,bb,5,mer. 13 mars 2024 19:36:54 UTC,TRUE,i1,0,FALSE,TRUE,
1611,285,8,5000,37,bb,5,mer. 13 mars 2024 19:37:45 UTC,TRUE,i1,0,FALSE,TRUE,
1612,285,8,5000,37,bb,5,mer. 13 mars 2024 19:38:38 UTC,TRUE,i1,0,FALSE,TRUE,
1613,285,8,5000,37,bb,5,mer. 13 mars 2024 19:39:29 UTC,TRUE,i1,0,FALSE,TRUE,
1614,285,8,5000,37,bb,5,mer. 13 mars 2024 19:40:21 UTC,TRUE,i1,0,FALSE,TRUE,
1615,285,8,5000,37,bb,5,mer. 13 mars 2024 19:41:12 UTC,TRUE,i1,0,FALSE,TRUE,
1616,285,8,5000,37,bb,5,mer. 13 mars 2024 19:42:04 UTC,TRUE,i1,0,FALSE,TRUE,
1617,285,8,5000,37,bb,5,mer. 13 mars 2024 19:42:56 UTC,TRUE,i1,0,FALSE,TRUE,
1618,285,8,5000,37,bb,5,mer. 13 mars 2024 19:43:47 UTC,TRUE,i1,0,FALSE,TRUE,
1619,285,8,5000,37,bb,5,mer. 13 mars 2024 19:44:39 UTC,TRUE,i1,0,FALSE,TRUE,
1620,285,8,5000,37,bb,5,mer. 13 mars 2024 19:45:30 UTC,TRUE,i1,0,FALSE,TRUE,
1621,285,8,5000,37,bb,5,mer. 13 mars 2024 19:46:20 UTC,TRUE,i1,0,FALSE,TRUE,
1622,285,8,5000,37,bb,5,mer. 13 mars 2024 19:47:12 UTC,TRUE,i1,0,FALSE,TRUE,
1623,285,8,5000,37,bb,5,mer. 13 mars 2024 19:48:04 UTC,TRUE,i1,0,FALSE,TRUE,
1624,285,8,5000,37,bb,5,mer. 13 mars 2024 19:48:56 UTC,TRUE,i1,0,FALSE,TRUE,
1625,285,8,5000,37,bb,5,mer. 13 mars 2024 19:49:48 UTC,TRUE,i1,0,FALSE,TRUE,
1626,285,8,5000,37,bb,5,mer. 13 mars 2024 19:50:38 UTC,TRUE,i1,0,FALSE,TRUE,
1627,285,8,5000,37,bb,5,mer. 13 mars 2024 19:51:30 UTC,TRUE,i1,0,FALSE,TRUE,
1628,285,8,5000,37,bb,5,mer. 13 mars 2024 19:52:22 UTC,TRUE,i1,0,FALSE,TRUE,
1629,285,8,5000,37,bb,5,mer. 13 mars 2024 19:53:13 UTC,TRUE,i1,0,FALSE,TRUE,
1630,285,8,5000,37,bb,5,mer. 13 mars 2024 19:54:05 UTC,TRUE,i1,0,FALSE,TRUE,
1631,285,8,5000,37,bb,5,mer. 13 mars 2024 19:54:57 UTC,TRUE,i1,0,FALSE,TRUE,
1632,285,8,5000,37,bb,5,mer. 13 mars 2024 19:55:48 UTC,TRUE,i1,0,FALSE,TRUE,
1633,285,8,5000,37,bb,5,mer. 13 mars 2024 19:56:40 UTC,TRUE,i1,0,FALSE,TRUE,
1634,285,8,5000,37,bb,5,mer. 13 mars 2024 19:57:32 UTC,TRUE,i1,0,FALSE,TRUE,
1635,285,8,5000,37,bb,5,mer. 13 mars 2024 19:58:25 UTC,TRUE,i1,0,FALSE,TRUE,
1636,285,8,5000,37,bb,5,mer. 13 mars 2024 19:59:18 UTC,TRUE,i1,0,FALSE,TRUE,
1637,285,8,5000,37,bb,5,mer. 13 mars 2024 20:00:11 UTC,TRUE,i1,0,FALSE,TRUE,
1638,285,8,5000,37,bb,5,mer. 13 mars 2024 20:01:05 UTC,TRUE,i1,0,FALSE,TRUE,
1639,285,8,5000,37,bb,5,mer. 13 mars 2024 20:01:59 UTC,TRUE,i1,0,FALSE,TRUE,
1640,285,8,5000,37,bb,5,mer. 13 mars 2024 20:02:51 UTC,TRUE,i1,0,FALSE,TRUE,
1641,285,8,5000,37,bb,5,mer. 13 mars 2024 20:03:41 UTC,TRUE,i1,0,FALSE,TRUE,
1642,285,8,5000,37,bb,5,mer. 13 mars 2024 20:04:32 UTC,TRUE,i1,0,FALSE,TRUE,
1643,285,8,5000,37,bb,5,mer. 13 mars 2024 20:05:24 UTC,TRUE,i1,0,FALSE,TRUE,
1644,285,8,5000,37,bb,5,mer. 13 mars 2024 20:06:16 UTC,TRUE,i1,0,FALSE,TRUE,
1645,285,8,5000,37,bb,5,mer. 13 mars 2024 20:07:08 UTC,TRUE,i1,0,FALSE,TRUE,
1646,285,8,5000,37,bb,5,mer. 13 mars 2024 20:07:59 UTC,TRUE,i1,0,FALSE,TRUE,
1647,285,8,5000,37,bb,5,mer. 13 mars 2024 20:08:49 UTC,TRUE,i1,0,FALSE,TRUE,
1648,285,8,5000,37,bb,5,mer. 13 mars 2024 20:09:39 UTC,TRUE,i1,0,FALSE,TRUE,
1649,285,8,5000,37,bb,5,mer. 13 mars 2024 20:10:31 UTC,TRUE,i1,0,FALSE,TRUE,
1650,285,8,5000,37,bb,5,mer. 13 mars 2024 20:11:22 UTC,TRUE,i1,0,FALSE,TRUE,
1651,285,8,5000,37,bb,5,mer. 13 mars 2024 20:12:14 UTC,TRUE,i1,0,FALSE,TRUE,
1652,285,8,5000,37,bb,5,mer. 13 mars 2024 20:13:06 UTC,TRUE,i1,0,FALSE,TRUE,
1653,285,8,5000,37,bb,5,mer. 13 mars 2024 20:13:59 UTC,TRUE,i1,0,FALSE,TRUE,
1654,285,8,5000,37,bb,5,mer. 13 mars 2024 20:14:51 UTC,TRUE,i1,0,FALSE,TRUE,
1655,285,8,5000,37,bb,5,mer. 13 mars 2024 20:15:43 UTC,TRUE,i1,0,FALSE,TRUE,
1656,285,8,5000,37,bb,5,mer. 13 mars 2024 20:16:35 UTC,TRUE,i1,0,FALSE,TRUE,
1657,285,8,5000,37,bb,5,mer. 13 mars 2024 20:17:26 UTC,TRUE,i1,0,FALSE,TRUE,
1658,285,8,5000,37,bb,5,mer. 13 mars 2024 20:18:19 UTC,TRUE,i1,0,FALSE,TRUE,
1659,285,8,5000,37,bb,5,mer. 13 mars 2024 20:19:11 UTC,TRUE,i1,0,FALSE,TRUE,
1660,285,8,5000,37,bb,5,mer. 13 mars 2024 20:20:04 UTC,TRUE,i1,0,FALSE,TRUE,
1661,285,8,5000,37,bb,5,mer. 13 mars 2024 20:20:58 UTC,TRUE,i1,0,FALSE,TRUE,
1662,285,8,5000,37,bb,5,mer. 13 mars 2024 20:21:50 UTC,TRUE,i1,0,FALSE,TRUE,
1663,285,8,5000,37,bb,5,mer. 13 mars 2024 20:22:42 UTC,TRUE,i1,0,FALSE,TRUE,
1664,285,8,5000,37,bb,5,mer. 13 mars 2024 20:23:35 UTC,TRUE,i1,0,FALSE,TRUE,
1665,285,8,5000,37,bb,5,mer. 13 mars 2024 20:24:28 UTC,TRUE,i1,0,FALSE,TRUE,
1666,285,8,5000,37,bb,5,mer. 13 mars 2024 20:25:20 UTC,TRUE,i1,0,FALSE,TRUE,
1667,285,8,5000,37,bb,5,mer. 13 mars 2024 20:26:12 UTC,TRUE,i1,0,FALSE,TRUE,
1668,285,8,5000,37,bb,5,mer. 13 mars 2024 20:27:03 UTC,TRUE,i1,0,FALSE,TRUE,
1669,285,8,5000,37,bb,5,mer. 13 mars 2024 20:27:53 UTC,TRUE,i1,0,FALSE,TRUE,
1670,285,8,5000,37,bb,5,mer. 13 mars 2024 20:28:44 UTC,TRUE,i1,0,FALSE,TRUE,
1671,285,8,5000,37,bb,5,mer. 13 mars 2024 20:29:33 UTC,TRUE,i1,0,FALSE,TRUE,
1672,285,8,5000,37,bb,5,mer. 13 mars 2024 20:30:25 UTC,TRUE,i1,0,FALSE,TRUE,
1673,285,8,5000,37,bb,5,mer. 13 mars 2024 20:31:18 UTC,TRUE,i1,0,FALSE,TRUE,
1674,285,8,5000,37,bb,5,mer. 13 mars 2024 20:32:09 UTC,TRUE,i1,0,FALSE,TRUE,
1675,285,8,5000,37,bb,5,mer. 13 mars 2024 20:32:59 UTC,TRUE,i1,0,FALSE,TRUE,
1676,285,8,5000,37,bb,5,mer. 13 mars 2024 20:33:51 UTC,TRUE,i1,0,FALSE,TRUE,
1677,285,8,5000,37,bb,5,mer. 13 mars 2024 20:34:43 UTC,TRUE,i1,0,FALSE,TRUE,
1678,285,8,5000,37,bb,5,mer. 13 mars 2024 20:35:33 UTC,TRUE,i1,0,FALSE,TRUE,
1679,285,8,5000,37,bb,5,mer. 13 mars 2024 20:36:25 UTC,TRUE,i1,0,FALSE,TRUE,
1680,285,8,5000,37,bb,5,mer. 13 mars 2024 20:37:17 UTC,TRUE,i1,0,FALSE,TRUE,
1681,285,8,5000,37,bb,5,mer. 13 mars 2024 20:38:07 UTC,TRUE,i1,0,FALSE,TRUE,
1682,285,8,5000,37,bb,5,mer. 13 mars 2024 20:38:59 UTC,TRUE,i1,0,FALSE,TRUE,
1683,285,8,5000,37,bb,5,mer. 13 mars 2024 20:39:51 UTC,TRUE,i1,0,FALSE,TRUE,
1684,285,8,5000,37,bb,5,mer. 13 mars 2024 20:40:43 UTC,TRUE,i1,0,FALSE,TRUE,
1685,285,8,5000,37,bb,5,mer. 13 mars 2024 20:41:35 UTC,TRUE,i1,0,FALSE,TRUE,
1686,285,8,5000,37,bb,5,mer. 13 mars 2024 20:42:27 UTC,TRUE,i1,0,FALSE,TRUE,
1687,285,8,5000,37,bb,5,mer. 13 mars 2024 20:43:19 UTC,TRUE,i1,0,FALSE,TRUE,
1688,285,8,5000,37,bb,5,mer. 13 mars 2024 20:44:11 UTC,TRUE,i1,0,FALSE,TRUE,
1689,285,8,5000,37,bb,5,mer. 13 mars 2024 20:45:01 UTC,TRUE,i1,0,FALSE,TRUE,
1690,285,8,5000,37,bb,5,mer. 13 mars 2024 20:45:53 UTC,TRUE,i1,0,FALSE,TRUE,
1691,285,8,5000,37,bb,5,mer. 13 mars 2024 20:46:44 UTC,TRUE,i1,0,FALSE,TRUE,
1692,285,8,5000,37,bb,5,mer. 13 mars 2024 20:47:35 UTC,TRUE,i1,0,FALSE,TRUE,
1693,285,8,5000,37,bb,5,mer. 13 mars 2024 20:48:26 UTC,TRUE,i1,0,FALSE,TRUE,
1694,285,8,5000,37,bb,5,mer. 13 mars 2024 20:49:18 UTC,TRUE,i1,0,FALSE,TRUE,
1695,285,8,5000,37,bb,5,mer. 13 mars 2024 20:50:10 UTC,TRUE,i1,0,FALSE,TRUE,
1696,285,8,5000,37,bb,5,mer. 13 mars 2024 20:51:03 UTC,TRUE,i1,0,FALSE,TRUE,
1697,285,8,5000,37,bb,5,mer. 13 mars 2024 20:51:56 UTC,TRUE,i1,0,FALSE,TRUE,
1698,285,8,5000,37,bb,5,mer. 13 mars 2024 20:52:48 UTC,TRUE,i1,0,FALSE,TRUE,
1699,285,8,5000,37,bb,5,mer. 13 mars 2024 20:53:38 UTC,TRUE,i1,0,FALSE,TRUE,
1700,285,8,5000,37,bb,5,mer. 13 mars 2024 20:54:32 UTC,TRUE,i1,0,FALSE,TRUE,
1701,285,8,5000,37,bb,5,mer. 13 mars 2024 20:55:25 UTC,TRUE,i1,0,FALSE,TRUE,
1702,285,8,5000,37,bb,5,mer. 13 mars 2024 20:56:17 UTC,TRUE,i1,0,FALSE,TRUE,
1703,285,8,5000,37,bb,5,mer. 13 mars 2024 20:57:07 UTC,TRUE,i1,0,FALSE,TRUE,
1704,285,8,5000,37,bb,5,mer. 13 mars 2024 20:57:59 UTC,TRUE,i1,0,FALSE,TRUE,
1705,285,8,5000,37,bb,5,mer. 13 mars 2024 20:58:52 UTC,TRUE,i1,0,FALSE,TRUE,
1706,285,8,5000,37,bb,5,mer. 13 mars 2024 20:59:44 UTC,TRUE,i1,0,FALSE,TRUE,
1707,285,8,5000,37,bb,5,mer. 13 mars 2024 21:00:37 UTC,TRUE,i1,0,FALSE,TRUE,
1708,285,8,5000,37,bb,5,mer. 13 mars 2024 21:01:28 UTC,TRUE,i1,0,FALSE,TRUE,
1709,285,8,5000,37,bb,5,mer. 13 mars 2024 21:02:19 UTC,TRUE,i1,0,FALSE,TRUE,
1710,285,8,5000,37,bb,5,mer. 13 mars 2024 21:03:10 UTC,TRUE,i1,0,FALSE,TRUE,
1711,285,8,5000,37,bb,5,mer. 13 mars 2024 21:04:01 UTC,TRUE,i1,0,FALSE,TRUE,
1712,285,8,5000,37,bb,5,mer. 13 mars 2024 21:04:53 UTC,TRUE,i1,0,FALSE,TRUE,
1713,285,8,5000,37,bb,5,mer. 13 mars 2024 21:05:43 UTC,TRUE,i1,0,FALSE,TRUE,
1714,285,8,5000,37,bb,5,mer. 13 mars 2024 21:06:34 UTC,TRUE,i1,0,FALSE,TRUE,
1715,285,8,5000,37,bb,5,mer. 13 mars 2024 21:07:26 UTC,TRUE,i1,0,FALSE,TRUE,
1716,285,8,5000,37,bb,5,mer. 13 mars 2024 21:08:18 UTC,TRUE,i1,0,FALSE,TRUE,
1717,285,8,5000,37,bb,5,mer. 13 mars 2024 21:09:10 UTC,TRUE,i1,0,FALSE,TRUE,
1718,285,8,5000,37,bb,5,mer. 13 mars 2024 21:10:05 UTC,TRUE,i1,0,FALSE,TRUE,
1719,285,8,5000,37,bb,5,mer. 13 mars 2024 21:10:58 UTC,TRUE,i1,0,FALSE,TRUE,
1720,285,8,5000,37,bb,5,mer. 13 mars 2024 21:11:51 UTC,TRUE,i1,0,FALSE,TRUE,
1721,285,8,5000,37,bb,5,mer. 13 mars 2024 21:12:43 UTC,TRUE,i1,0,FALSE,TRUE,
1722,285,8,5000,37,bb,5,mer. 13 mars 2024 21:13:35 UTC,TRUE,i1,0,FALSE,TRUE,
1723,285,8,5000,37,bb,5,mer. 13 mars 2024 21:14:27 UTC,TRUE,i1,0,FALSE,TRUE,
1724,285,8,5000,37,bb,5,mer. 13 mars 2024 21:15:18 UTC,TRUE,i1,0,FALSE,TRUE,
1725,285,8,5000,37,bb,5,mer. 13 mars 2024 21:16:07 UTC,TRUE,i1,0,FALSE,TRUE,
1726,285,8,5000,37,bb,5,mer. 13 mars 2024 21:16:57 UTC,TRUE,i1,0,FALSE,TRUE,
1727,285,8,5000,37,bb,5,mer. 13 mars 2024 21:17:48 UTC,TRUE,i1,0,FALSE,TRUE,
1728,285,8,5000,37,bb,5,mer. 13 mars 2024 21:18:41 UTC,TRUE,i1,0,FALSE,TRUE,
1729,285,8,5000,37,bb,5,mer. 13 mars 2024 21:19:35 UTC,TRUE,i1,0,FALSE,TRUE,
1730,285,8,5000,37,bb,5,mer. 13 mars 2024 21:20:28 UTC,TRUE,i1,0,FALSE,TRUE,
1731,285,8,5000,37,bb,5,mer. 13 mars 2024 21:21:21 UTC,TRUE,i1,0,FALSE,TRUE,
1732,285,8,5000,37,bb,5,mer. 13 mars 2024 21:22:13 UTC,TRUE,i1,0,FALSE,TRUE,
1733,285,8,5000,37,bb,5,mer. 13 mars 2024 21:23:05 UTC,TRUE,i1,0,FALSE,TRUE,
1734,285,8,5000,37,bb,5,mer. 13 mars 2024 21:23:54 UTC,TRUE,i1,0,FALSE,TRUE,
1735,285,8,5000,37,bb,5,mer. 13 mars 2024 21:24:45 UTC,TRUE,i1,0,FALSE,TRUE,
1736,285,8,5000,37,bb,5,mer. 13 mars 2024 21:25:37 UTC,TRUE,i1,0,FALSE,TRUE,
1737,285,8,5000,37,bb,5,mer. 13 mars 2024 21:26:28 UTC,TRUE,i1,0,FALSE,TRUE,
1738,285,8,5000,37,bb,5,mer. 13 mars 2024 21:27:20 UTC,TRUE,i1,0,FALSE,TRUE,
1739,285,8,5000,37,bb,5,mer. 13 mars 2024 21:28:11 UTC,TRUE,i1,0,FALSE,TRUE,
1740,285,8,5000,37,bb,5,mer. 13 mars 2024 21:29:03 UTC,TRUE,i1,0,FALSE,TRUE,
1742,285,8,100,37,bb,0,mer. 13 mars 2024 22:17:19 UTC,FALSE,i1,0,FALSE,TRUE,
1742,285,8,100,37,bb,0,mer. 13 mars 2024 22:20:21 UTC,FALSE,i1,0,FALSE,TRUE,
1743,285,8,5000,37,bb,5,mer. 13 mars 2024 22:35:45 UTC,TRUE,i1,0,FALSE,TRUE,Chiller and copper cover installed
1744,285,8,5000,37,bb,5,mer. 13 mars 2024 22:36:40 UTC,TRUE,i1,0,FALSE,TRUE,
1745,285,8,5000,37,bb,5,mer. 13 mars 2024 22:41:48 UTC,TRUE,i1,0,FALSE,TRUE,
